coordinates,Name,Description
"-87.704321,41.804348,0,-87.6982,41.804455,0,-87.694274,41.804538,0,-87.691093,41.804592,0,-87.686874,41.804635,0,-87.684065,41.804684,0",Orange Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>132</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100132</td> </tr> <tr> <td>RAIL LINES</td> <td>Orange Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Kedzie to Western</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>OR</td> </tr> </table> </font> </body> </html>"
"-87.665312,41.839356,0,-87.662267,41.840803,0,-87.658726,41.842509,0,-87.657797,41.842947,0,-87.654339,41.844635,0,-87.653575,41.844918,0,-87.653127,41.84508,0,-87.652644,41.845235,0,-87.652063,41.845391,0,-87.651424,41.845547,0,-87.650654,41.845778,0,-87",Orange Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>135</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100135</td> </tr> <tr> <td>RAIL LINES</td> <td>Orange Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Ashland to Halsted</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>OR</td> </tr> </table> </font> </body> </html>"
"-87.684065,41.804684,0,-87.683036,41.804704,0,-87.682406,41.804693,0,-87.682116,41.804715,0,-87.681804,41.804761,0,-87.681341,41.804868,0,-87.681037,41.804967,0,-87.680701,41.805131,0,-87.680419,41.805313,0,-87.680159,41.805521,0,-87.679957,41.805732,0,-8",Orange Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>133</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100133</td> </tr> <tr> <td>RAIL LINES</td> <td>Orange Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Western to 35th/Archer</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>OR</td> </tr> </table> </font> </body> </html>"
"-87.648131,41.846901,0,-87.646533,41.847678,0,-87.645784,41.847974,0,-87.645139,41.848182,0,-87.644391,41.848366,0,-87.643509,41.848598,0,-87.642819,41.848812,0,-87.641224,41.849578,0,-87.640608,41.849948,0,-87.640316,41.850168,0,-87.640146,41.850298,0,-8",Orange Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>136</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100136</td> </tr> <tr> <td>RAIL LINES</td> <td>Orange Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Halsted to 17th Junction</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>OR</td> </tr> </table> </font> </body> </html>"
"-87.685179,41.854397,0,-87.688516,41.854384,0,-87.694823,41.85428,0",Pink Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>143</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100143</td> </tr> <tr> <td>RAIL LINES</td> <td>Pink Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>California to Western</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>PK</td> </tr> </table> </font> </body> </html>"
"-87.733264,41.853751,0,-87.734604,41.853734,0,-87.734781,41.853729,0,-87.73496,41.853715,0,-87.735094,41.853693,0,-87.735214,41.853661,0,-87.735385,41.853613,0,-87.735552,41.853541,0,-87.735675,41.853476,0,-87.7358,41.853409,0,-87.73591,41.853329,0,-87.73",Pink Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>148</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100148</td> </tr> <tr> <td>RAIL LINES</td> <td>Pink Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Cicero to Kostner</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>PK</td> </tr> </table> </font> </body> </html>"
"-87.71488,41.853992,0,-87.716705,41.853946,0,-87.720141,41.853912,0,-87.723033,41.853867,0,-87.724327,41.853857,0",Pink Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>146</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100146</td> </tr> <tr> <td>RAIL LINES</td> <td>Pink Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Pulaski to Central Park</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>PK</td> </tr> </table> </font> </body> </html>"
"-87.745342,41.851925,0,-87.74921,41.85188,0,-87.75213,41.851884,0,-87.756692,41.851773,0",Pink Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>149</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100149</td> </tr> <tr> <td>RAIL LINES</td> <td>Pink Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>54/Cermak to Cicero</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>PK</td> </tr> </table> </font> </body> </html>"
"-87.694823,41.85428,0,-87.698303,41.854248,0,-87.701158,41.854194,0,-87.702312,41.854177,0,-87.704256,41.854148,0,-87.705428,41.854131,0",Pink Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>144</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100144</td> </tr> <tr> <td>RAIL LINES</td> <td>Pink Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Kedzie to California</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>PK</td> </tr> </table> </font> </body> </html>"
"-87.705428,41.854131,0,-87.70977,41.854046,0,-87.71488,41.853992,0",Pink Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>145</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100145</td> </tr> <tr> <td>RAIL LINES</td> <td>Pink Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Central Park to Kedzie</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>PK</td> </tr> </table> </font> </body> </html>"
"-87.724327,41.853857,0,-87.725933,41.853875,0,-87.72736,41.853867,0,-87.729951,41.853814,0,-87.733264,41.853751,0",Pink Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>147</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100147</td> </tr> <tr> <td>RAIL LINES</td> <td>Pink Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Kostner to Pulaski</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>PK</td> </tr> </table> </font> </body> </html>"
"-87.669543,41.871563,0,-87.669496,41.869727,0,-87.669482,41.869146,0,-87.669454,41.868079,0,-87.66942,41.866738,0,-87.669349,41.864808,0,-87.669293,41.862794,0,-87.669244,41.861029,0,-87.669216,41.860087,0,-87.66916,41.857908,0",Pink Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>140</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100140</td> </tr> <tr> <td>RAIL LINES</td> <td>Pink Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>18th to Polk</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>PK</td> </tr> </table> </font> </body> </html>"
"-87.669543,41.871563,0,-87.669643,41.87515,0,-87.669701,41.875427,0,-87.669712,41.875739,0,-87.669735,41.876885,0,-87.669754,41.877547,0,-87.66976,41.877761,0,-87.669766,41.877801,0,-87.669775,41.877866,0,-87.669788,41.877903,0,-87.669804,41.877947,0,-87.",Pink Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>154</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100154</td> </tr> <tr> <td>RAIL LINES</td> <td>Pink Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Paulina Junction to Polk</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>PK</td> </tr> </table> </font> </body> </html>"
"-87.675974,41.854515,0,-87.682345,41.854442,0,-87.682906,41.854434,0,-87.683217,41.854428,0,-87.685179,41.854397,0",Pink Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>142</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100142</td> </tr> <tr> <td>RAIL LINES</td> <td>Pink Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Western to Hoyne</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>PK</td> </tr> </table> </font> </body> </html>"
"-87.66916,41.857908,0,-87.669097,41.855325,0,-87.669107,41.855212,0,-87.669117,41.855175,0,-87.669142,41.855098,0,-87.669169,41.855041,0,-87.669191,41.854989,0,-87.669234,41.85493,0,-87.669304,41.85486,0,-87.669364,41.854812,0,-87.669476,41.854737,0,-87.6",Pink Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>141</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100141</td> </tr> <tr> <td>RAIL LINES</td> <td>Pink Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Hoyne to 18th</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>PK</td> </tr> </table> </font> </body> </html>"
"-87.678329,42.027612,0,-87.67811,42.026099,0,-87.677754,42.024321,0,-87.67752,42.023211,0,-87.677432,42.022743,0,-87.677302,42.022411,0,-87.677185,42.022233,0,-87.677054,42.022086,0,-87.676892,42.021974,0,-87.675736,42.021299,0,-87.674056,42.020022,0,-87.",Purple Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>15</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100015</td> </tr> <tr> <td>RAIL LINES</td> <td>Purple Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Main to South Blvd.</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>PR</td> </tr> </table> </font> </body> </html>"
"-87.683543,42.04771,0,-87.68358,42.047085,0,-87.68358,42.046995,0,-87.683462,42.046758,0,-87.683262,42.046385,0,-87.683018,42.045826,0,-87.682767,42.045272,0,-87.68242,42.044448,0,-87.682221,42.043923,0,-87.681855,42.042743,0,-87.681602,42.041655,0",Purple Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>13</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100013</td> </tr> <tr> <td>RAIL LINES</td> <td>Purple Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Davis to Dempster</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>PR</td> </tr> </table> </font> </body> </html>"
"-87.679538,42.033456,0,-87.679259,42.032116,0,-87.678915,42.0306,0,-87.678555,42.028944,0,-87.678329,42.027612,0",Purple Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>39</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100039</td> </tr> <tr> <td>RAIL LINES</td> <td>Purple Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>South Blvd. to Howard</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>PR</td> </tr> </table> </font> </body> </html>"
"-87.681602,42.041655,0,-87.681522,42.041322,0,-87.681472,42.041051,0,-87.681364,42.04051,0,-87.680849,42.038237,0,-87.680334,42.035918,0,-87.679936,42.034226,0,-87.679826,42.033964,0,-87.679612,42.033632,0,-87.679538,42.033456,0",Purple Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>14</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100014</td> </tr> <tr> <td>RAIL LINES</td> <td>Purple Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Dempster to Main</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>PR</td> </tr> </table> </font> </body> </html>"
"-87.68356,42.05416,0,-87.683542,42.052966,0,-87.683496,42.05234,0,-87.68349,42.052166,0,-87.683488,42.051653,0,-87.68353,42.049,0,-87.683543,42.048487,0,-87.683543,42.04771,0",Purple Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>25</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100025</td> </tr> <tr> <td>RAIL LINES</td> <td>Purple Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Foster to Davis</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>PR</td> </tr> </table> </font> </body> </html>"
"-87.685617,42.063987,0,-87.684849,42.062741,0,-87.684166,42.061481,0,-87.683817,42.06086,0,-87.683736,42.060656,0,-87.683692,42.060526,0,-87.683655,42.060431,0,-87.683604,42.060256,0,-87.683538,42.060019,0,-87.683429,42.059629,0,-87.683394,42.059393,0,-87",Purple Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>11</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100011</td> </tr> <tr> <td>RAIL LINES</td> <td>Purple Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Central to Noyes</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>PR</td> </tr> </table> </font> </body> </html>"
"-87.69073,42.073153,0,-87.690323,42.072395,0,-87.689852,42.071615,0,-87.689536,42.071118,0,-87.689248,42.070665,0,-87.68891,42.070125,0,-87.688525,42.069405,0,-87.688209,42.068785,0,-87.687915,42.068225,0,-87.687307,42.066995,0,-87.686814,42.06611,0,-87.6",Purple Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>16</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100016</td> </tr> <tr> <td>RAIL LINES</td> <td>Purple Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Linden to Central</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>PR</td> </tr> </table> </font> </body> </html>"
"-87.683337,42.058282,0,-87.683333,42.057939,0,-87.683361,42.057387,0,-87.683389,42.056908,0,-87.683521,42.055771,0,-87.683511,42.055298,0,-87.68354,42.054633,0,-87.68356,42.05416,0",Purple Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>12</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100012</td> </tr> <tr> <td>RAIL LINES</td> <td>Purple Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Noyes to Foster</td> </tr> <tr> <td>TYPE</td> <td>Elevated or at Grade</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>PR</td> </tr> </table> </font> </body> </html>"
"-87.627813,41.884809,0,-87.627748,41.883215,0",Red Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>56</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100056</td> </tr> <tr> <td>RAIL LINES</td> <td>Red Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Lake to Washington</td> </tr> <tr> <td>TYPE</td> <td>Subway</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
"-87.627402,41.867368,0,-87.627359,41.865754,0,-87.627309,41.864037,0,-87.627392,41.863633,0,-87.627556,41.863373,0,-87.627677,41.863254,0,-87.627781,41.863156,0,-87.628035,41.862964,0,-87.628491,41.862686,0,-87.629341,41.862115,0,-87.630178,41.861381,0,-8",Red Line,"<html xmlns:fo=""http://www.w3.org/1999/XSL/Format""> <body leftmargin=""0"" topmargin=""0"" bottommargin=""0"" rightmargin=""0""> <font face=""Arial""> <table border=""1"" width=""300"" cellpadding=""5"" cellspacing=""0""> <tr bgcolor=""#9CBCE2""> <th width=""50&#37;"" align=""left"">Field Name</th> <th width=""50&#37;"" align=""left"">Field Value</th> </tr> <tr> <td>SEGMENT_ID</td> <td>99</td> </tr> <tr bgcolor=""#D4E4F3""> <td>ASSET_ID</td> <td>21100099</td> </tr> <tr> <td>RAIL LINES</td> <td>Red Line</td> </tr> <tr bgcolor=""#D4E4F3""> <td>DESCRIPTION</td> <td>Cermak-Chinatown to Roosevelt</td> </tr> <tr> <td>TYPE</td> <td>Subway</td> </tr> <tr bgcolor=""#D4E4F3""> <td>LEGEND</td> <td>RD</td> </tr> </table> </font> </body> </html>"
